Nome,Voto_Effetto,Voto_Sapore,Caratteristiche Principali
"Gelsomino, Passiflora, Valeriana",0,0,
"Gelsomino, Pedicularis Hirsuta, Skullcap",0,0,
"Gelsomino, Pedicularis Hirsuta, Valeriana",0,0,
"Gelsomino, Skullcap, Valeriana",0,0,
"Lattuga Selvatica, Kava, Loto Blu",0,0,
"Lattuga Selvatica, Kava, Loto Rosa",0,0,
"Lattuga Selvatica, Kava, Marihuanilla",0,0,
"Lattuga Selvatica, Kava, Melissa",0,0,
"Lattuga Selvatica, Kava, Mulungu",0,0,
"Lattuga Selvatica, Kava, Papavero Selvatico",0,0,
"Lattuga Selvatica, Kava, Papavero della california",0,0,
"Lattuga Selvatica, Kava, Passiflora",0,0,
"Lattuga Selvatica, Kava, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Kava, Skullcap",0,0,
"Lattuga Selvatica, Kava, Valeriana",0,0,
"Lattuga Selvatica, Loto Blu, Loto Rosa",0,0,
"Lattuga Selvatica, Loto Blu, Marihuanilla",0,0,
"Lattuga Selvatica, Loto Blu, Melissa",0,0,
"Lattuga Selvatica, Loto Blu, Mulungu",0,0,
"Lattuga Selvatica, Loto Blu, Papavero Selvatico",0,0,
"Lattuga Selvatica, Loto Blu, Papavero della california",0,0,
"Lattuga Selvatica, Loto Blu, Passiflora",0,0,
"Lattuga Selvatica, Loto Blu, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Loto Blu, Skullcap",0,0,
"Lattuga Selvatica, Loto Blu, Valeriana",0,0,
"Lattuga Selvatica, Loto Rosa, Marihuanilla",0,0,
"Lattuga Selvatica, Loto Rosa, Melissa",0,0,
"Lattuga Selvatica, Loto Rosa, Mulungu",0,0,
"Lattuga Selvatica, Loto Rosa, Papavero Selvatico",0,0,
"Lattuga Selvatica, Loto Rosa, Papavero della california",0,0,
"Lattuga Selvatica, Loto Rosa, Passiflora",0,0,
"Lattuga Selvatica, Loto Rosa, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Loto Rosa, Skullcap",0,0,
"Lattuga Selvatica, Loto Rosa, Valeriana",0,0,
"Lattuga Selvatica, Marihuanilla, Melissa",0,0,
"Lattuga Selvatica, Marihuanilla, Mulungu",0,0,
"Lattuga Selvatica, Marihuanilla, Papavero Selvatico",0,0,
"Lattuga Selvatica, Marihuanilla, Papavero della california",0,0,
"Lattuga Selvatica, Marihuanilla, Passiflora",0,0,
"Lattuga Selvatica, Marihuanilla, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Marihuanilla, Skullcap",0,0,
"Lattuga Selvatica, Marihuanilla, Valeriana",0,0,
"Lattuga Selvatica, Melissa, Mulungu",0,0,
"Lattuga Selvatica, Melissa, Papavero Selvatico",0,0,
"Lattuga Selvatica, Melissa, Papavero della california",0,0,
"Lattuga Selvatica, Melissa, Passiflora",0,0,
"Lattuga Selvatica, Melissa, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Melissa, Skullcap",0,0,
"Lattuga Selvatica, Melissa, Valeriana",0,0,
"Lattuga Selvatica, Mulungu, Papavero Selvatico",0,0,
"Lattuga Selvatica, Mulungu, Papavero della california",0,0,
"Lattuga Selvatica, Mulungu, Passiflora",0,0,
"Lattuga Selvatica, Mulungu, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Mulungu, Skullcap",0,0,
"Lattuga Selvatica, Mulungu, Valeriana",0,0,
"Lattuga Selvatica, Papavero Selvatico, Papavero della california",0,0,
"Lattuga Selvatica, Papavero Selvatico, Passiflora",0,0,
"Lattuga Selvatica, Papavero Selvatico, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Papavero Selvatico, Skullcap",0,0,
"Lattuga Selvatica, Papavero Selvatico, Valeriana",0,0,
"Lattuga Selvatica, Papavero della california, Passiflora",0,0,
"Lattuga Selvatica, Papavero della california, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Papavero della california, Skullcap",0,0,
"Lattuga Selvatica, Papavero della california, Valeriana",0,0,
"Lattuga Selvatica, Passiflora, Pedicularis Hirsuta",0,0,
"Lattuga Selvatica, Passiflora, Skullcap",0,0,
"Lattuga Selvatica, Passiflora, Valeriana",0,0,
"Lattuga Selvatica, Pedicularis Hirsuta, Skullcap",0,0,
"Lattuga Selvatica, Pedicularis Hirsuta, Valeriana",0,0,
"Lattuga Selvatica, Skullcap, Valeriana",0,0,
"Papavero della california, Kava, Loto Blu",0,0,
"Papavero della california, Kava, Loto Rosa",0,0,
"Papavero della california, Kava, Marihuanilla",0,0,
"Papavero della california, Kava, Melissa",0,0,
"Papavero della california, Kava, Mulungu",0,0,
"Papavero della california, Kava, Papavero Selvatico",0,0,
"Papavero della california, Kava, Passiflora",0,0,
"Papavero della california, Kava, Pedicularis Hirsuta",0,0,
"Papavero della california, Kava, Skullcap",0,0,
"Papavero della california, Kava, Valeriana",0,0,
"Papavero della california, Loto Blu, Loto Rosa",0,0,
"Papavero della california, Loto Blu, Marihuanilla",0,0,
"Papavero della california, Loto Blu, Melissa",0,0,
"Papavero della california, Loto Blu, Mulungu",0,0,
"Papavero della california, Loto Blu, Papavero Selvatico",0,0,
"Papavero della california, Loto Blu, Passiflora",0,0,
"Papavero della california, Loto Blu, Pedicularis Hirsuta",0,0,
"Papavero della california, Loto Blu, Skullcap",0,0,
"Papavero della california, Loto Blu, Valeriana",0,0,
"Papavero della california, Loto Rosa, Marihuanilla",0,0,
"Papavero della california, Loto Rosa, Melissa",0,0,
"Papavero della california, Loto Rosa, Mulungu",0,0,
"Papavero della california, Loto Rosa, Papavero Selvatico",0,0,
"Papavero della california, Loto Rosa, Passiflora",0,0,
"Papavero della california, Loto Rosa, Pedicularis Hirsuta",0,0,
"Papavero della california, Loto Rosa, Skullcap",0,0,
"Papavero della california, Loto Rosa, Valeriana",0,0,
"Papavero della california, Marihuanilla, Melissa",0,0,
"Papavero della california, Marihuanilla, Mulungu",0,0,
"Papavero della california, Marihuanilla, Papavero Selvatico",0,0,
"Papavero della california, Marihuanilla, Passiflora",0,0,
"Papavero della california, Marihuanilla, Pedicularis Hirsuta",0,0,
"Papavero della california, Marihuanilla, Skullcap",0,0,
"Papavero della california, Marihuanilla, Valeriana",0,0,
"Papavero della california, Melissa, Mulungu",0,0,
"Papavero della california, Melissa, Papavero Selvatico",0,0,
"Papavero della california, Melissa, Passiflora",0,0,
"Papavero della california, Melissa, Pedicularis Hirsuta",0,0,
"Papavero della california, Melissa, Skullcap",0,0,
"Papavero della california, Melissa, Valeriana",0,0,
"Papavero della california, Mulungu, Papavero Selvatico",0,0,
"Papavero della california, Mulungu, Passiflora",0,0,
"Papavero della california, Mulungu, Pedicularis Hirsuta",0,0,
"Papavero della california, Mulungu, Skullcap",0,0,
"Papavero della california, Mulungu, Valeriana",0,0,
"Papavero della california, Papavero Selvatico, Passiflora",0,0,
"Papavero della california, Papavero Selvatico, Pedicularis Hirsuta",0,0,
"Papavero della california, Papavero Selvatico, Skullcap",0,0,
"Papavero della california, Papavero Selvatico, Valeriana",0,0,
"Papavero della california, Passiflora, Pedicularis Hirsuta",0,0,
"Papavero della california, Passiflora, Skullcap",0,0,
"Papavero della california, Passiflora, Valeriana",0,0,
"Papavero della california, Pedicularis Hirsuta, Skullcap",0,0,
"Papavero della california, Pedicularis Hirsuta, Valeriana",0,0,
"Papavero della california, Skullcap, Valeriana",0,0,
"Papavero Selvatico, Kava, Loto Blu",0,0,
"Papavero Selvatico, Kava, Loto Rosa",0,0,
"Papavero Selvatico, Kava, Marihuanilla",0,0,
"Papavero Selvatico, Kava, Melissa",0,0,
"Papavero Selvatico, Kava, Mulungu",0,0,
"Papavero Selvatico, Kava, Passiflora",0,0,
"Papavero Selvatico, Kava, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Kava, Skullcap",0,0,
"Papavero Selvatico, Kava, Valeriana",0,0,
"Papavero Selvatico, Loto Blu, Loto Rosa",0,0,
"Papavero Selvatico, Loto Blu, Marihuanilla",0,0,
"Papavero Selvatico, Loto Blu, Melissa",0,0,
"Papavero Selvatico, Loto Blu, Mulungu",0,0,
"Papavero Selvatico, Loto Blu, Passiflora",0,0,
"Papavero Selvatico, Loto Blu, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Loto Blu, Skullcap",0,0,
"Papavero Selvatico, Loto Blu, Valeriana",0,0,
"Papavero Selvatico, Loto Rosa, Marihuanilla",0,0,
"Papavero Selvatico, Loto Rosa, Melissa",0,0,
"Papavero Selvatico, Loto Rosa, Mulungu",0,0,
"Papavero Selvatico, Loto Rosa, Passiflora",0,0,
"Papavero Selvatico, Loto Rosa, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Loto Rosa, Skullcap",0,0,
"Papavero Selvatico, Loto Rosa, Valeriana",0,0,
"Papavero Selvatico, Marihuanilla, Melissa",0,0,
"Papavero Selvatico, Marihuanilla, Mulungu",0,0,
"Papavero Selvatico, Marihuanilla, Passiflora",0,0,
"Papavero Selvatico, Marihuanilla, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Marihuanilla, Skullcap",0,0,
"Papavero Selvatico, Marihuanilla, Valeriana",0,0,
"Papavero Selvatico, Melissa, Mulungu",0,0,
"Papavero Selvatico, Melissa, Passiflora",0,0,
"Papavero Selvatico, Melissa, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Melissa, Skullcap",0,0,
"Papavero Selvatico, Melissa, Valeriana",0,0,
"Papavero Selvatico, Mulungu, Passiflora",0,0,
"Papavero Selvatico, Mulungu, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Mulungu, Skullcap",0,0,
"Papavero Selvatico, Mulungu, Valeriana",0,0,
"Papavero Selvatico, Passiflora, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Passiflora, Skullcap",0,0,
"Papavero Selvatico, Passiflora, Valeriana",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Skullcap",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Valeriana",0,0,
"Papavero Selvatico, Skullcap, Valeriana",0,0,
"Passiflora, Kava, Loto Blu",0,0,
"Passiflora, Kava, Loto Rosa",0,0,
"Passiflora, Kava, Marihuanilla",0,0,
"Passiflora, Kava, Melissa",0,0,
"Passiflora, Kava, Mulungu",0,0,
"Passiflora, Kava, Pedicularis Hirsuta",0,0,
"Passiflora, Kava, Skullcap",0,0,
"Passiflora, Kava, Valeriana",0,0,
"Passiflora, Loto Blu, Loto Rosa",0,0,
"Passiflora, Loto Blu, Marihuanilla",0,0,
"Passiflora, Loto Blu, Melissa",0,0,
"Passiflora, Loto Blu, Mulungu",0,0,
"Passiflora, Loto Blu, Pedicularis Hirsuta",0,0,
"Passiflora, Loto Blu, Skullcap",0,0,
"Passiflora, Loto Blu, Valeriana",0,0,
"Passiflora, Loto Rosa, Marihuanilla",0,0,
"Passiflora, Loto Rosa, Melissa",0,0,
"Passiflora, Loto Rosa, Mulungu",0,0,
"Passiflora, Loto Rosa, Pedicularis Hirsuta",0,0,
"Passiflora, Loto Rosa, Skullcap",0,0,
"Passiflora, Loto Rosa, Valeriana",0,0,
"Passiflora, Marihuanilla, Melissa",0,0,
"Passiflora, Marihuanilla, Mulungu",0,0,
"Passiflora, Marihuanilla, Pedicularis Hirsuta",0,0,
"Passiflora, Marihuanilla, Skullcap",0,0,
"Passiflora, Marihuanilla, Valeriana",0,0,
"Passiflora, Melissa, Mulungu",0,0,
"Passiflora, Melissa, Pedicularis Hirsuta",0,0,
"Passiflora, Melissa, Skullcap",0,0,
"Passiflora, Melissa, Valeriana",0,0,
"Passiflora, Mulungu, Pedicularis Hirsuta",0,0,
"Passiflora, Mulungu, Skullcap",0,0,
"Passiflora, Mulungu, Valeriana",0,0,
"Passiflora, Pedicularis Hirsuta, Skullcap",0,0,
"Passiflora, Pedicularis Hirsuta, Valeriana",0,0,
"Passiflora, Skullcap, Valeriana",0,0,
"Pedicularis Hirsuta, Kava, Loto Blu",0,0,
"Pedicularis Hirsuta, Kava, Loto Rosa",0,0,
"Pedicularis Hirsuta, Kava, Marihuanilla",0,0,
"Pedicularis Hirsuta, Kava, Melissa",0,0,
"Pedicularis Hirsuta, Kava, Mulungu",0,0,
"Pedicularis Hirsuta, Kava, Skullcap",0,0,
"Pedicularis Hirsuta, Kava, Valeriana",0,0,
"Pedicularis Hirsuta, Loto Blu, Loto Rosa",0,0,
"Pedicularis Hirsuta, Loto Blu, Marihuanilla",0,0,
"Pedicularis Hirsuta, Loto Blu, Melissa",0,0,
"Pedicularis Hirsuta, Loto Blu, Mulungu",0,0,
"Pedicularis Hirsuta, Loto Blu, Skullcap",0,0,
"Pedicularis Hirsuta, Loto Blu, Valeriana",0,0,
"Pedicularis Hirsuta, Loto Rosa, Marihuanilla",0,0,
"Pedicularis Hirsuta, Loto Rosa, Melissa",0,0,
"Pedicularis Hirsuta, Loto Rosa, Mulungu",0,0,
"Pedicularis Hirsuta, Loto Rosa, Skullcap",0,0,
"Pedicularis Hirsuta, Loto Rosa, Valeriana",0,0,
"Pedicularis Hirsuta, Marihuanilla, Melissa",0,0,
"Pedicularis Hirsuta, Marihuanilla, Mulungu",0,0,
"Pedicularis Hirsuta, Marihuanilla, Skullcap",0,0,
"Pedicularis Hirsuta, Marihuanilla, Valeriana",0,0,
"Pedicularis Hirsuta, Melissa, Mulungu",0,0,
"Pedicularis Hirsuta, Melissa, Skullcap",0,0,
"Pedicularis Hirsuta, Melissa, Valeriana",0,0,
"Pedicularis Hirsuta, Mulungu, Skullcap",0,0,
"Pedicularis Hirsuta, Mulungu, Valeriana",0,0,
"Pedicularis Hirsuta, Skullcap, Valeriana",0,0,
"Kava, Loto Blu, Loto Rosa",0,0,
"Kava, Loto Blu, Marihuanilla",0,0,
"Kava, Loto Blu, Melissa",0,0,
"Kava, Loto Blu, Mulungu",0,0,
"Kava, Loto Blu, Skullcap",0,0,
"Kava, Loto Blu, Valeriana",0,0,
"Kava, Loto Rosa, Marihuanilla",0,0,
"Kava, Loto Rosa, Melissa",0,0,
"Kava, Loto Rosa, Mulungu",0,0,
"Kava, Loto Rosa, Skullcap",0,0,
"Kava, Loto Rosa, Valeriana",0,0,
"Kava, Marihuanilla, Melissa",0,0,
"Kava, Marihuanilla, Mulungu",0,0,
"Kava, Marihuanilla, Skullcap",0,0,
"Kava, Marihuanilla, Valeriana",0,0,
"Kava, Melissa, Mulungu",0,0,
"Kava, Melissa, Skullcap",0,0,
"Kava, Melissa, Valeriana",0,0,
"Kava, Mulungu, Skullcap",0,0,
"Kava, Mulungu, Valeriana",0,0,
"Kava, Skullcap, Valeriana",0,0,
"Loto Blu, Loto Rosa, Marihuanilla",0,0,
"Loto Blu, Loto Rosa, Melissa",0,0,
"Loto Blu, Loto Rosa, Mulungu",0,0,
"Loto Blu, Loto Rosa, Skullcap",0,0,
"Loto Blu, Loto Rosa, Valeriana",0,0,
"Loto Blu, Marihuanilla, Melissa",0,0,
"Loto Blu, Marihuanilla, Mulungu",0,0,
"Loto Blu, Marihuanilla, Skullcap",0,0,
"Loto Blu, Marihuanilla, Valeriana",0,0,
"Loto Blu, Melissa, Mulungu",0,0,
"Loto Blu, Melissa, Skullcap",0,0,
"Loto Blu, Melissa, Valeriana",0,0,
"Loto Blu, Mulungu, Skullcap",0,0,
"Loto Blu, Mulungu, Valeriana",0,0,
"Loto Blu, Skullcap, Valeriana",0,0,
"Loto Rosa, Marihuanilla, Melissa",0,0,
"Loto Rosa, Marihuanilla, Mulungu",0,0,
"Loto Rosa, Marihuanilla, Skullcap",0,0,
"Loto Rosa, Marihuanilla, Valeriana",0,0,
"Loto Rosa, Melissa, Mulungu",0,0,
"Loto Rosa, Melissa, Skullcap",0,0,
"Loto Rosa, Melissa, Valeriana",0,0,
"Loto Rosa, Mulungu, Skullcap",0,0,
"Loto Rosa, Mulungu, Valeriana",0,0,
"Loto Rosa, Skullcap, Valeriana",0,0,
"Marihuanilla, Melissa, Mulungu",0,0,
"Marihuanilla, Melissa, Skullcap",0,0,
"Marihuanilla, Melissa, Valeriana",0,0,
"Marihuanilla, Mulungu, Skullcap",0,0,
"Marihuanilla, Mulungu, Valeriana",0,0,
"Marihuanilla, Skullcap, Valeriana",0,0,
"Melissa, Mulungu, Skullcap",0,0,
"Melissa, Mulungu, Valeriana",0,0,
"Melissa, Skullcap, Valeriana",0,0,
"Mulungu, Skullcap, Valeriana",0,0,
"Calendula, Edera",0,0,
"Calendula, Iperico",0,0,
"Calendula, Pau D'Arco",0,0,
"Calendula, Spirulina",0,0,
"Calendula, Verbasco",0,0,
"Edera, Iperico",0,0,
"Edera, Pau D'Arco",0,0,
"Edera, Spirulina",0,0,
"Edera, Verbasco",0,0,
"Iperico, Pau D'Arco",0,0,
"Iperico, Spirulina",0,0,
"Iperico, Verbasco",0,0,
"Spirulina, Pau D'Arco",0,0,
"Spirulina, Verbasco",0,0,
"Pau D'Arco, Verbasco",0,0,
"Calendula, Edera, Iperico",0,0,
"Calendula, Edera, Pau D'Arco",0,0,
"Calendula, Edera, Spirulina",0,0,
"Calendula, Edera, Verbasco",0,0,
"Calendula, Iperico, Pau D'Arco",0,0,
"Calendula, Iperico, Spirulina",0,0,
"Calendula, Iperico, Verbasco",0,0,
"Calendula, Pau D'Arco, Spirulina",0,0,
"Calendula, Pau D'Arco, Verbasco",0,0,
"Calendula, Spirulina, Verbasco",0,0,
"Edera, Iperico, Pau D'Arco",0,0,
"Edera, Iperico, Spirulina",0,0,
"Edera, Iperico, Verbasco",0,0,
"Edera, Pau D'Arco, Spirulina",0,0,
"Edera, Pau D'Arco, Verbasco",0,0,
"Edera, Spirulina, Verbasco",0,0,
"Iperico, Pau D'Arco, Spirulina",0,0,
"Iperico, Pau D'Arco, Verbasco",0,0,
"Iperico, Spirulina, Verbasco",0,0,
"Spirulina, Pau D'Arco, Verbasco",0,0,
"Bucce Arancia, Galanga",0,0,
"Bucce Arancia, Lavanda",0,0,
"Bucce Arancia, Menta piperita",0,0,
"Bucce Arancia, Rosa di Damasco",0,0,
"Galanga, Lavanda",0,0,
"Galanga, Menta piperita",0,0,
"Galanga, Rosa di Damasco",0,0,
"Lavanda, Menta piperita",0,0,
"Lavanda, Rosa di Damasco",0,0,
"Menta piperita, Rosa di Damasco",0,0,
"Bucce Arancia, Galanga, Lavanda",0,0,
"Bucce Arancia, Galanga, Menta piperita",0,0,
"Bucce Arancia, Galanga, Rosa di Damasco",0,0,
"Bucce Arancia, Lavanda, Menta piperita",0,0,
"Bucce Arancia, Lavanda, Rosa di Damasco",0,0,
"Bucce Arancia, Menta piperita, Rosa di Damasco",0,0,
"Galanga, Lavanda, Menta piperita",0,0,
"Galanga, Lavanda, Rosa di Damasco",0,0,
"Galanga, Menta piperita, Rosa di Damasco",0,0,
"Lavanda, Menta piperita, Rosa di Damasco",0,0,
"Sanango, Sinicuichi",0,0,
"Calea Zacatechichi, Silene Capensis",0,0,
"Ashwagandha, Bucce Arancia",0,0,
"Ashwagandha, Galanga",0,0,
"Ashwagandha, Lavanda",0,0,
"Ashwagandha, Menta piperita",0,0,
"Ashwagandha, Rosa di Damasco",0,0,
"Bacopa, Bucce Arancia",0,0,
"Bacopa, Galanga",0,0,
"Bacopa, Lavanda",0,0,
"Bacopa, Menta piperita",0,0,
"Bacopa, Rosa di Damasco",0,0,
"Bobinsana, Bucce Arancia",0,0,
"Bobinsana, Galanga",0,0,
"Bobinsana, Lavanda",0,0,
"Bobinsana, Menta piperita",0,0,
"Bobinsana, Rosa di Damasco",0,0,
"Efedra, Bucce Arancia",0,0,
"Efedra, Galanga",0,0,
"Efedra, Lavanda",0,0,
"Efedra, Menta piperita",0,0,
"Efedra, Rosa di Damasco",0,0,
"Fagiolo Vellutato, Bucce Arancia",0,0,
"Fagiolo Vellutato, Galanga",0,0,
"Fagiolo Vellutato, Lavanda",0,0,
"Fagiolo Vellutato, Menta piperita",0,0,
"Fagiolo Vellutato, Rosa di Damasco",0,0,
"Ginkgo Biloba, Bucce Arancia",0,0,
"Ginkgo Biloba, Galanga",0,0,
"Ginkgo Biloba, Lavanda",0,0,
"Ginkgo Biloba, Menta piperita",0,0,
"Ginkgo Biloba, Rosa di Damasco",0,0,
"Ginseng, Bucce Arancia",0,0,
"Ginseng, Galanga",0,0,
"Ginseng, Lavanda",0,0,
"Ginseng, Menta piperita",0,0,
"Ginseng, Rosa di Damasco",0,0,
"Ilex Guayasa, Bucce Arancia",0,0,
"Ilex Guayasa, Galanga",0,0,
"Ilex Guayasa, Lavanda",0,0,
"Ilex Guayasa, Menta piperita",0,0,
"Ilex Guayasa, Rosa di Damasco",0,0,
"Moringa, Bucce Arancia",0,0,
"Moringa, Galanga",0,0,
"Moringa, Lavanda",0,0,
"Moringa, Menta piperita",0,0,
"Moringa, Rosa di Damasco",0,0,
"Rodiola Rosea, Bucce Arancia",0,0,
"Rodiola Rosea, Galanga",0,0,
"Rodiola Rosea, Lavanda",0,0,
"Rodiola Rosea, Menta piperita",0,0,
"Rodiola Rosea, Rosa di Damasco",0,0,
"Té nero, Bucce Arancia",0,0,
"Té nero, Galanga",0,0,
"Té nero, Lavanda",0,0,
"Té nero, Menta piperita",0,0,
"Té nero, Rosa di Damasco",0,0,
"Té verde, Bucce Arancia",0,0,
"Té verde, Galanga",0,0,
"Té verde, Lavanda",0,0,
"Té verde, Menta piperita",0,0,
"Té verde, Rosa di Damasco",0,0,
"Yerba Mate, Bucce Arancia",0,0,
"Yerba Mate, Galanga",0,0,
"Yerba Mate, Lavanda",0,0,
"Yerba Mate, Menta piperita",0,0,
"Yerba Mate, Rosa di Damasco",0,0,
"Ashwagandha, Bucce Arancia, Bacopa",0,0,
"Ashwagandha, Bucce Arancia, Bobinsana",0,0,
"Ashwagandha, Bucce Arancia, Efedra",0,0,
"Ashwagandha, Bucce Arancia, Fagiolo Vellutato",0,0,
"Ashwagandha, Bucce Arancia, Galanga",0,0,
"Ashwagandha, Bucce Arancia, Ginkgo Biloba",0,0,
"Ashwagandha, Bucce Arancia, Ginseng",0,0,
"Ashwagandha, Bucce Arancia, Ilex Guayasa",0,0,
"Ashwagandha, Bucce Arancia, Lavanda",0,0,
"Ashwagandha, Bucce Arancia, Menta piperita",0,0,
"Ashwagandha, Bucce Arancia, Moringa",0,0,
"Ashwagandha, Bucce Arancia, Rodiola Rosea",0,0,
"Ashwagandha, Bucce Arancia, Rosa di Damasco",0,0,
"Ashwagandha, Bucce Arancia, Té nero",0,0,
"Ashwagandha, Bucce Arancia, Té verde",0,0,
"Ashwagandha, Bucce Arancia, Yerba Mate",0,0,
"Ashwagandha, Galanga, Bacopa",0,0,
"Ashwagandha, Galanga, Bobinsana",0,0,
"Ashwagandha, Galanga, Efedra",0,0,
"Ashwagandha, Galanga, Fagiolo Vellutato",0,0,
"Ashwagandha, Galanga, Ginkgo Biloba",0,0,
"Ashwagandha, Galanga, Ginseng",0,0,
"Ashwagandha, Galanga, Ilex Guayasa",0,0,
"Ashwagandha, Galanga, Lavanda",0,0,
"Ashwagandha, Galanga, Menta piperita",0,0,
"Ashwagandha, Galanga, Moringa",0,0,
"Ashwagandha, Galanga, Rodiola Rosea",0,0,
"Ashwagandha, Galanga, Rosa di Damasco",0,0,
"Ashwagandha, Galanga, Té nero",0,0,
"Ashwagandha, Galanga, Té verde",0,0,
"Ashwagandha, Galanga, Yerba Mate",0,0,
"Ashwagandha, Lavanda, Bacopa",0,0,
"Ashwagandha, Lavanda, Bobinsana",0,0,
"Ashwagandha, Lavanda, Efedra",0,0,
"Ashwagandha, Lavanda, Fagiolo Vellutato",0,0,
"Ashwagandha, Lavanda, Ginkgo Biloba",0,0,
"Ashwagandha, Lavanda, Ginseng",0,0,
"Ashwagandha, Lavanda, Ilex Guayasa",0,0,
"Ashwagandha, Lavanda, Menta piperita",0,0,
"Ashwagandha, Lavanda, Moringa",0,0,
"Ashwagandha, Lavanda, Rodiola Rosea",0,0,
"Ashwagandha, Lavanda, Rosa di Damasco",0,0,
"Ashwagandha, Lavanda, Té nero",0,0,
"Ashwagandha, Lavanda, Té verde",0,0,
"Ashwagandha, Lavanda, Yerba Mate",0,0,
"Ashwagandha, Menta piperita, Bacopa",0,0,
"Ashwagandha, Menta piperita, Bobinsana",0,0,
"Ashwagandha, Menta piperita, Efedra",0,0,
"Ashwagandha, Menta piperita, Fagiolo Vellutato",0,0,
"Ashwagandha, Menta piperita, Ginkgo Biloba",0,0,
"Ashwagandha, Menta piperita, Ginseng",0,0,
"Ashwagandha, Menta piperita, Ilex Guayasa",0,0,
"Ashwagandha, Menta piperita, Moringa",0,0,
"Ashwagandha, Menta piperita, Rodiola Rosea",0,0,
"Ashwagandha, Menta piperita, Rosa di Damasco",0,0,
"Ashwagandha, Menta piperita, Té nero",0,0,
"Ashwagandha, Menta piperita, Té verde",0,0,
"Ashwagandha, Menta piperita, Yerba Mate",0,0,
"Ashwagandha, Rosa di Damasco, Bacopa",0,0,
"Ashwagandha, Rosa di Damasco, Bobinsana",0,0,
"Ashwagandha, Rosa di Damasco, Efedra",0,0,
"Ashwagandha, Rosa di Damasco, Fagiolo Vellutato",0,0,
"Ashwagandha, Rosa di Damasco, Ginkgo Biloba",0,0,
"Ashwagandha, Rosa di Damasco, Ginseng",0,0,
"Ashwagandha, Rosa di Damasco, Ilex Guayasa",0,0,
"Ashwagandha, Rosa di Damasco, Moringa",0,0,
"Ashwagandha, Rosa di Damasco, Rodiola Rosea",0,0,
"Ashwagandha, Rosa di Damasco, Té nero",0,0,
"Ashwagandha, Rosa di Damasco, Té verde",0,0,
"Ashwagandha, Rosa di Damasco, Yerba Mate",0,0,
"Bacopa, Bucce Arancia, Bobinsana",0,0,
"Bacopa, Bucce Arancia, Efedra",0,0,
"Bacopa, Bucce Arancia, Fagiolo Vellutato",0,0,
"Bacopa, Bucce Arancia, Galanga",0,0,
"Bacopa, Bucce Arancia, Ginkgo Biloba",0,0,
"Bacopa, Bucce Arancia, Ginseng",0,0,
"Bacopa, Bucce Arancia, Ilex Guayasa",0,0,
"Bacopa, Bucce Arancia, Lavanda",0,0,
"Bacopa, Bucce Arancia, Menta piperita",0,0,
"Bacopa, Bucce Arancia, Moringa",0,0,
"Bacopa, Bucce Arancia, Rodiola Rosea",0,0,
"Bacopa, Bucce Arancia, Rosa di Damasco",0,0,
"Bacopa, Bucce Arancia, Té nero",0,0,
"Bacopa, Bucce Arancia, Té verde",0,0,
"Bacopa, Bucce Arancia, Yerba Mate",0,0,
"Bacopa, Galanga, Bobinsana",0,0,
"Bacopa, Galanga, Efedra",0,0,
"Bacopa, Galanga, Fagiolo Vellutato",0,0,
"Bacopa, Galanga, Ginkgo Biloba",0,0,
"Bacopa, Galanga, Ginseng",0,0,
"Bacopa, Galanga, Ilex Guayasa",0,0,
"Bacopa, Galanga, Lavanda",0,0,
"Bacopa, Galanga, Menta piperita",0,0,
"Bacopa, Galanga, Moringa",0,0,
"Bacopa, Galanga, Rodiola Rosea",0,0,
"Bacopa, Galanga, Rosa di Damasco",0,0,
"Bacopa, Galanga, Té nero",0,0,
"Bacopa, Galanga, Té verde",0,0,
"Bacopa, Galanga, Yerba Mate",0,0,
"Bacopa, Lavanda, Bobinsana",0,0,
"Bacopa, Lavanda, Efedra",0,0,
"Bacopa, Lavanda, Fagiolo Vellutato",0,0,
"Bacopa, Lavanda, Ginkgo Biloba",0,0,
"Bacopa, Lavanda, Ginseng",0,0,
"Bacopa, Lavanda, Ilex Guayasa",0,0,
"Bacopa, Lavanda, Menta piperita",0,0,
"Bacopa, Lavanda, Moringa",0,0,
"Bacopa, Lavanda, Rodiola Rosea",0,0,
"Bacopa, Lavanda, Rosa di Damasco",0,0,
"Bacopa, Lavanda, Té nero",0,0,
"Bacopa, Lavanda, Té verde",0,0,
