0,Voto_Effetto,Voto_Sapore,Caratteristiche Principali
"Papavero della california, Marihuanilla, Coda di Leone",0,0,
"Papavero della california, Marihuanilla, Corydalis",0,0,
"Papavero della california, Marihuanilla, Damiana",0,0,
"Papavero della california, Marihuanilla, Gelsomino",0,0,
"Papavero della california, Marihuanilla, Kava",0,0,
"Papavero della california, Marihuanilla, Lattuga Selvatica",0,0,
"Papavero della california, Marihuanilla, Loto Blu",0,0,
"Papavero della california, Marihuanilla, Loto Rosa",0,0,
"Papavero della california, Marihuanilla, Melissa",0,0,
"Papavero della california, Marihuanilla, Mulungu",0,0,
"Papavero della california, Marihuanilla, Papavero Selvatico",0,0,
"Papavero della california, Marihuanilla, Pedicularis Hirsuta",0,0,
"Papavero della california, Marihuanilla, Skullcap",0,0,
"Papavero della california, Marihuanilla, Valeriana",0,0,
"Papavero della california, Melissa, Akuamma",0,0,
"Papavero della california, Melissa, Artemisia",0,0,
"Papavero della california, Melissa, Biancospino",0,0,
"Papavero della california, Melissa, Camomilla",0,0,
"Papavero della california, Melissa, Coda di Leone",0,0,
"Papavero della california, Melissa, Corydalis",0,0,
"Papavero della california, Melissa, Damiana",0,0,
"Papavero della california, Melissa, Gelsomino",0,0,
"Papavero della california, Melissa, Kava",0,0,
"Papavero della california, Melissa, Lattuga Selvatica",0,0,
"Papavero della california, Melissa, Loto Blu",0,0,
"Papavero della california, Melissa, Loto Rosa",0,0,
"Papavero della california, Melissa, Marihuanilla",0,0,
"Papavero della california, Melissa, Mulungu",0,0,
"Papavero della california, Melissa, Papavero Selvatico",0,0,
"Papavero della california, Melissa, Pedicularis Hirsuta",0,0,
"Papavero della california, Melissa, Skullcap",0,0,
"Papavero della california, Melissa, Valeriana",0,0,
"Papavero della california, Mulungu, Akuamma",0,0,
"Papavero della california, Mulungu, Artemisia",0,0,
"Papavero della california, Mulungu, Biancospino",0,0,
"Papavero della california, Mulungu, Camomilla",0,0,
"Papavero della california, Mulungu, Coda di Leone",0,0,
"Papavero della california, Mulungu, Corydalis",0,0,
"Papavero della california, Mulungu, Damiana",0,0,
"Papavero della california, Mulungu, Gelsomino",0,0,
"Papavero della california, Mulungu, Kava",0,0,
"Papavero della california, Mulungu, Lattuga Selvatica",0,0,
"Papavero della california, Mulungu, Loto Blu",0,0,
"Papavero della california, Mulungu, Loto Rosa",0,0,
"Papavero della california, Mulungu, Marihuanilla",0,0,
"Papavero della california, Mulungu, Melissa",0,0,
"Papavero della california, Mulungu, Papavero Selvatico",0,0,
"Papavero della california, Mulungu, Pedicularis Hirsuta",0,0,
"Papavero della california, Mulungu, Skullcap",0,0,
"Papavero della california, Mulungu, Valeriana",0,0,
"Papavero della california, Papavero Selvatico, Akuamma",0,0,
"Papavero della california, Papavero Selvatico, Artemisia",0,0,
"Papavero della california, Papavero Selvatico, Biancospino",0,0,
"Papavero della california, Papavero Selvatico, Camomilla",0,0,
"Papavero della california, Papavero Selvatico, Coda di Leone",0,0,
"Papavero della california, Papavero Selvatico, Corydalis",0,0,
"Papavero della california, Papavero Selvatico, Damiana",0,0,
"Papavero della california, Papavero Selvatico, Gelsomino",0,0,
"Papavero della california, Papavero Selvatico, Kava",0,0,
"Papavero della california, Papavero Selvatico, Lattuga Selvatica",0,0,
"Papavero della california, Papavero Selvatico, Loto Blu",0,0,
"Papavero della california, Papavero Selvatico, Loto Rosa",0,0,
"Papavero della california, Papavero Selvatico, Marihuanilla",0,0,
"Papavero della california, Papavero Selvatico, Melissa",0,0,
"Papavero della california, Papavero Selvatico, Mulungu",0,0,
"Papavero della california, Papavero Selvatico, Pedicularis Hirsuta",0,0,
"Papavero della california, Papavero Selvatico, Skullcap",0,0,
"Papavero della california, Papavero Selvatico, Valeriana",0,0,
"Papavero della california, Pedicularis Hirsuta, Akuamma",0,0,
"Papavero della california, Pedicularis Hirsuta, Artemisia",0,0,
"Papavero della california, Pedicularis Hirsuta, Biancospino",0,0,
"Papavero della california, Pedicularis Hirsuta, Camomilla",0,0,
"Papavero della california, Pedicularis Hirsuta, Coda di Leone",0,0,
"Papavero della california, Pedicularis Hirsuta, Corydalis",0,0,
"Papavero della california, Pedicularis Hirsuta, Damiana",0,0,
"Papavero della california, Pedicularis Hirsuta, Gelsomino",0,0,
"Papavero della california, Pedicularis Hirsuta, Kava",0,0,
"Papavero della california, Pedicularis Hirsuta, Lattuga Selvatica",0,0,
"Papavero della california, Pedicularis Hirsuta, Loto Blu",0,0,
"Papavero della california, Pedicularis Hirsuta, Loto Rosa",0,0,
"Papavero della california, Pedicularis Hirsuta, Marihuanilla",0,0,
"Papavero della california, Pedicularis Hirsuta, Melissa",0,0,
"Papavero della california, Pedicularis Hirsuta, Mulungu",0,0,
"Papavero della california, Pedicularis Hirsuta, Papavero Selvatico",0,0,
"Papavero della california, Pedicularis Hirsuta, Skullcap",0,0,
"Papavero della california, Pedicularis Hirsuta, Valeriana",0,0,
"Papavero della california, Skullcap, Akuamma",0,0,
"Papavero della california, Skullcap, Artemisia",0,0,
"Papavero della california, Skullcap, Biancospino",0,0,
"Papavero della california, Skullcap, Camomilla",0,0,
"Papavero della california, Skullcap, Coda di Leone",0,0,
"Papavero della california, Skullcap, Corydalis",0,0,
"Papavero della california, Skullcap, Damiana",0,0,
"Papavero della california, Skullcap, Gelsomino",0,0,
"Papavero della california, Skullcap, Kava",0,0,
"Papavero della california, Skullcap, Lattuga Selvatica",0,0,
"Papavero della california, Skullcap, Loto Blu",0,0,
"Papavero della california, Skullcap, Loto Rosa",0,0,
"Papavero della california, Skullcap, Marihuanilla",0,0,
"Papavero della california, Skullcap, Melissa",0,0,
"Papavero della california, Skullcap, Mulungu",0,0,
"Papavero della california, Skullcap, Papavero Selvatico",0,0,
"Papavero della california, Skullcap, Pedicularis Hirsuta",0,0,
"Papavero della california, Skullcap, Valeriana",0,0,
"Papavero della california, Valeriana, Akuamma",0,0,
"Papavero della california, Valeriana, Artemisia",0,0,
"Papavero della california, Valeriana, Biancospino",0,0,
"Papavero della california, Valeriana, Camomilla",0,0,
"Papavero della california, Valeriana, Coda di Leone",0,0,
"Papavero della california, Valeriana, Corydalis",0,0,
"Papavero della california, Valeriana, Damiana",0,0,
"Papavero della california, Valeriana, Gelsomino",0,0,
"Papavero della california, Valeriana, Kava",0,0,
"Papavero della california, Valeriana, Lattuga Selvatica",0,0,
"Papavero della california, Valeriana, Loto Blu",0,0,
"Papavero della california, Valeriana, Loto Rosa",0,0,
"Papavero della california, Valeriana, Marihuanilla",0,0,
"Papavero della california, Valeriana, Melissa",0,0,
"Papavero della california, Valeriana, Mulungu",0,0,
"Papavero della california, Valeriana, Papavero Selvatico",0,0,
"Papavero della california, Valeriana, Pedicularis Hirsuta",0,0,
"Papavero della california, Valeriana, Skullcap",0,0,
"Papavero Selvatico, Kava, Akuamma",0,0,
"Papavero Selvatico, Kava, Artemisia",0,0,
"Papavero Selvatico, Kava, Biancospino",0,0,
"Papavero Selvatico, Kava, Camomilla",0,0,
"Papavero Selvatico, Kava, Coda di Leone",0,0,
"Papavero Selvatico, Kava, Corydalis",0,0,
"Papavero Selvatico, Kava, Damiana",0,0,
"Papavero Selvatico, Kava, Gelsomino",0,0,
"Papavero Selvatico, Kava, Lattuga Selvatica",0,0,
"Papavero Selvatico, Kava, Loto Blu",0,0,
"Papavero Selvatico, Kava, Loto Rosa",0,0,
"Papavero Selvatico, Kava, Marihuanilla",0,0,
"Papavero Selvatico, Kava, Melissa",0,0,
"Papavero Selvatico, Kava, Mulungu",0,0,
"Papavero Selvatico, Kava, Papavero della california",0,0,
"Papavero Selvatico, Kava, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Kava, Skullcap",0,0,
"Papavero Selvatico, Kava, Valeriana",0,0,
"Papavero Selvatico, Loto Blu, Akuamma",0,0,
"Papavero Selvatico, Loto Blu, Artemisia",0,0,
"Papavero Selvatico, Loto Blu, Biancospino",0,0,
"Papavero Selvatico, Loto Blu, Camomilla",0,0,
"Papavero Selvatico, Loto Blu, Coda di Leone",0,0,
"Papavero Selvatico, Loto Blu, Corydalis",0,0,
"Papavero Selvatico, Loto Blu, Damiana",0,0,
"Papavero Selvatico, Loto Blu, Gelsomino",0,0,
"Papavero Selvatico, Loto Blu, Kava",0,0,
"Papavero Selvatico, Loto Blu, Lattuga Selvatica",0,0,
"Papavero Selvatico, Loto Blu, Loto Rosa",0,0,
"Papavero Selvatico, Loto Blu, Marihuanilla",0,0,
"Papavero Selvatico, Loto Blu, Melissa",0,0,
"Papavero Selvatico, Loto Blu, Mulungu",0,0,
"Papavero Selvatico, Loto Blu, Papavero della california",0,0,
"Papavero Selvatico, Loto Blu, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Loto Blu, Skullcap",0,0,
"Papavero Selvatico, Loto Blu, Valeriana",0,0,
"Papavero Selvatico, Loto Rosa, Akuamma",0,0,
"Papavero Selvatico, Loto Rosa, Artemisia",0,0,
"Papavero Selvatico, Loto Rosa, Biancospino",0,0,
"Papavero Selvatico, Loto Rosa, Camomilla",0,0,
"Papavero Selvatico, Loto Rosa, Coda di Leone",0,0,
"Papavero Selvatico, Loto Rosa, Corydalis",0,0,
"Papavero Selvatico, Loto Rosa, Damiana",0,0,
"Papavero Selvatico, Loto Rosa, Gelsomino",0,0,
"Papavero Selvatico, Loto Rosa, Kava",0,0,
"Papavero Selvatico, Loto Rosa, Lattuga Selvatica",0,0,
"Papavero Selvatico, Loto Rosa, Loto Blu",0,0,
"Papavero Selvatico, Loto Rosa, Marihuanilla",0,0,
"Papavero Selvatico, Loto Rosa, Melissa",0,0,
"Papavero Selvatico, Loto Rosa, Mulungu",0,0,
"Papavero Selvatico, Loto Rosa, Papavero della california",0,0,
"Papavero Selvatico, Loto Rosa, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Loto Rosa, Skullcap",0,0,
"Papavero Selvatico, Loto Rosa, Valeriana",0,0,
"Papavero Selvatico, Marihuanilla, Akuamma",0,0,
"Papavero Selvatico, Marihuanilla, Artemisia",0,0,
"Papavero Selvatico, Marihuanilla, Biancospino",0,0,
"Papavero Selvatico, Marihuanilla, Camomilla",0,0,
"Papavero Selvatico, Marihuanilla, Coda di Leone",0,0,
"Papavero Selvatico, Marihuanilla, Corydalis",0,0,
"Papavero Selvatico, Marihuanilla, Damiana",0,0,
"Papavero Selvatico, Marihuanilla, Gelsomino",0,0,
"Papavero Selvatico, Marihuanilla, Kava",0,0,
"Papavero Selvatico, Marihuanilla, Lattuga Selvatica",0,0,
"Papavero Selvatico, Marihuanilla, Loto Blu",0,0,
"Papavero Selvatico, Marihuanilla, Loto Rosa",0,0,
"Papavero Selvatico, Marihuanilla, Melissa",0,0,
"Papavero Selvatico, Marihuanilla, Mulungu",0,0,
"Papavero Selvatico, Marihuanilla, Papavero della california",0,0,
"Papavero Selvatico, Marihuanilla, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Marihuanilla, Skullcap",0,0,
"Papavero Selvatico, Marihuanilla, Valeriana",0,0,
"Papavero Selvatico, Melissa, Akuamma",0,0,
"Papavero Selvatico, Melissa, Artemisia",0,0,
"Papavero Selvatico, Melissa, Biancospino",0,0,
"Papavero Selvatico, Melissa, Camomilla",0,0,
"Papavero Selvatico, Melissa, Coda di Leone",0,0,
"Papavero Selvatico, Melissa, Corydalis",0,0,
"Papavero Selvatico, Melissa, Damiana",0,0,
"Papavero Selvatico, Melissa, Gelsomino",0,0,
"Papavero Selvatico, Melissa, Kava",0,0,
"Papavero Selvatico, Melissa, Lattuga Selvatica",0,0,
"Papavero Selvatico, Melissa, Loto Blu",0,0,
"Papavero Selvatico, Melissa, Loto Rosa",0,0,
"Papavero Selvatico, Melissa, Marihuanilla",0,0,
"Papavero Selvatico, Melissa, Mulungu",0,0,
"Papavero Selvatico, Melissa, Papavero della california",0,0,
"Papavero Selvatico, Melissa, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Melissa, Skullcap",0,0,
"Papavero Selvatico, Melissa, Valeriana",0,0,
"Papavero Selvatico, Mulungu, Akuamma",0,0,
"Papavero Selvatico, Mulungu, Artemisia",0,0,
"Papavero Selvatico, Mulungu, Biancospino",0,0,
"Papavero Selvatico, Mulungu, Camomilla",0,0,
"Papavero Selvatico, Mulungu, Coda di Leone",0,0,
"Papavero Selvatico, Mulungu, Corydalis",0,0,
"Papavero Selvatico, Mulungu, Damiana",0,0,
"Papavero Selvatico, Mulungu, Gelsomino",0,0,
"Papavero Selvatico, Mulungu, Kava",0,0,
"Papavero Selvatico, Mulungu, Lattuga Selvatica",0,0,
"Papavero Selvatico, Mulungu, Loto Blu",0,0,
"Papavero Selvatico, Mulungu, Loto Rosa",0,0,
"Papavero Selvatico, Mulungu, Marihuanilla",0,0,
"Papavero Selvatico, Mulungu, Melissa",0,0,
"Papavero Selvatico, Mulungu, Papavero della california",0,0,
"Papavero Selvatico, Mulungu, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Mulungu, Skullcap",0,0,
"Papavero Selvatico, Mulungu, Valeriana",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Akuamma",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Artemisia",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Biancospino",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Camomilla",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Coda di Leone",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Corydalis",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Damiana",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Gelsomino",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Kava",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Lattuga Selvatica",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Loto Blu",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Loto Rosa",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Marihuanilla",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Melissa",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Mulungu",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Papavero della california",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Skullcap",0,0,
"Papavero Selvatico, Pedicularis Hirsuta, Valeriana",0,0,
"Papavero Selvatico, Skullcap, Akuamma",0,0,
"Papavero Selvatico, Skullcap, Artemisia",0,0,
"Papavero Selvatico, Skullcap, Biancospino",0,0,
"Papavero Selvatico, Skullcap, Camomilla",0,0,
"Papavero Selvatico, Skullcap, Coda di Leone",0,0,
"Papavero Selvatico, Skullcap, Corydalis",0,0,
"Papavero Selvatico, Skullcap, Damiana",0,0,
"Papavero Selvatico, Skullcap, Gelsomino",0,0,
"Papavero Selvatico, Skullcap, Kava",0,0,
"Papavero Selvatico, Skullcap, Lattuga Selvatica",0,0,
"Papavero Selvatico, Skullcap, Loto Blu",0,0,
"Papavero Selvatico, Skullcap, Loto Rosa",0,0,
"Papavero Selvatico, Skullcap, Marihuanilla",0,0,
"Papavero Selvatico, Skullcap, Melissa",0,0,
"Papavero Selvatico, Skullcap, Mulungu",0,0,
"Papavero Selvatico, Skullcap, Papavero della california",0,0,
"Papavero Selvatico, Skullcap, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Skullcap, Valeriana",0,0,
"Papavero Selvatico, Valeriana, Akuamma",0,0,
"Papavero Selvatico, Valeriana, Artemisia",0,0,
"Papavero Selvatico, Valeriana, Biancospino",0,0,
"Papavero Selvatico, Valeriana, Camomilla",0,0,
"Papavero Selvatico, Valeriana, Coda di Leone",0,0,
"Papavero Selvatico, Valeriana, Corydalis",0,0,
"Papavero Selvatico, Valeriana, Damiana",0,0,
"Papavero Selvatico, Valeriana, Gelsomino",0,0,
"Papavero Selvatico, Valeriana, Kava",0,0,
"Papavero Selvatico, Valeriana, Lattuga Selvatica",0,0,
"Papavero Selvatico, Valeriana, Loto Blu",0,0,
"Papavero Selvatico, Valeriana, Loto Rosa",0,0,
"Papavero Selvatico, Valeriana, Marihuanilla",0,0,
"Papavero Selvatico, Valeriana, Melissa",0,0,
"Papavero Selvatico, Valeriana, Mulungu",0,0,
"Papavero Selvatico, Valeriana, Papavero della california",0,0,
"Papavero Selvatico, Valeriana, Pedicularis Hirsuta",0,0,
"Papavero Selvatico, Valeriana, Skullcap",0,0,
"Pedicularis Hirsuta, Kava, Akuamma",0,0,
"Pedicularis Hirsuta, Kava, Artemisia",0,0,
"Pedicularis Hirsuta, Kava, Biancospino",0,0,
"Pedicularis Hirsuta, Kava, Camomilla",0,0,
"Pedicularis Hirsuta, Kava, Coda di Leone",0,0,
"Pedicularis Hirsuta, Kava, Corydalis",0,0,
"Pedicularis Hirsuta, Kava, Damiana",0,0,
"Pedicularis Hirsuta, Kava, Gelsomino",0,0,
"Pedicularis Hirsuta, Kava, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Kava, Loto Blu",0,0,
"Pedicularis Hirsuta, Kava, Loto Rosa",0,0,
"Pedicularis Hirsuta, Kava, Marihuanilla",0,0,
"Pedicularis Hirsuta, Kava, Melissa",0,0,
"Pedicularis Hirsuta, Kava, Mulungu",0,0,
"Pedicularis Hirsuta, Kava, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Kava, Papavero della california",0,0,
"Pedicularis Hirsuta, Kava, Skullcap",0,0,
"Pedicularis Hirsuta, Kava, Valeriana",0,0,
"Pedicularis Hirsuta, Loto Blu, Akuamma",0,0,
"Pedicularis Hirsuta, Loto Blu, Artemisia",0,0,
"Pedicularis Hirsuta, Loto Blu, Biancospino",0,0,
"Pedicularis Hirsuta, Loto Blu, Camomilla",0,0,
"Pedicularis Hirsuta, Loto Blu, Coda di Leone",0,0,
"Pedicularis Hirsuta, Loto Blu, Corydalis",0,0,
"Pedicularis Hirsuta, Loto Blu, Damiana",0,0,
"Pedicularis Hirsuta, Loto Blu, Gelsomino",0,0,
"Pedicularis Hirsuta, Loto Blu, Kava",0,0,
"Pedicularis Hirsuta, Loto Blu, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Loto Blu, Loto Rosa",0,0,
"Pedicularis Hirsuta, Loto Blu, Marihuanilla",0,0,
"Pedicularis Hirsuta, Loto Blu, Melissa",0,0,
"Pedicularis Hirsuta, Loto Blu, Mulungu",0,0,
"Pedicularis Hirsuta, Loto Blu, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Loto Blu, Papavero della california",0,0,
"Pedicularis Hirsuta, Loto Blu, Skullcap",0,0,
"Pedicularis Hirsuta, Loto Blu, Valeriana",0,0,
"Pedicularis Hirsuta, Loto Rosa, Akuamma",0,0,
"Pedicularis Hirsuta, Loto Rosa, Artemisia",0,0,
"Pedicularis Hirsuta, Loto Rosa, Biancospino",0,0,
"Pedicularis Hirsuta, Loto Rosa, Camomilla",0,0,
"Pedicularis Hirsuta, Loto Rosa, Coda di Leone",0,0,
"Pedicularis Hirsuta, Loto Rosa, Corydalis",0,0,
"Pedicularis Hirsuta, Loto Rosa, Damiana",0,0,
"Pedicularis Hirsuta, Loto Rosa, Gelsomino",0,0,
"Pedicularis Hirsuta, Loto Rosa, Kava",0,0,
"Pedicularis Hirsuta, Loto Rosa, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Loto Rosa, Loto Blu",0,0,
"Pedicularis Hirsuta, Loto Rosa, Marihuanilla",0,0,
"Pedicularis Hirsuta, Loto Rosa, Melissa",0,0,
"Pedicularis Hirsuta, Loto Rosa, Mulungu",0,0,
"Pedicularis Hirsuta, Loto Rosa, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Loto Rosa, Papavero della california",0,0,
"Pedicularis Hirsuta, Loto Rosa, Skullcap",0,0,
"Pedicularis Hirsuta, Loto Rosa, Valeriana",0,0,
"Pedicularis Hirsuta, Marihuanilla, Akuamma",0,0,
"Pedicularis Hirsuta, Marihuanilla, Artemisia",0,0,
"Pedicularis Hirsuta, Marihuanilla, Biancospino",0,0,
"Pedicularis Hirsuta, Marihuanilla, Camomilla",0,0,
"Pedicularis Hirsuta, Marihuanilla, Coda di Leone",0,0,
"Pedicularis Hirsuta, Marihuanilla, Corydalis",0,0,
"Pedicularis Hirsuta, Marihuanilla, Damiana",0,0,
"Pedicularis Hirsuta, Marihuanilla, Gelsomino",0,0,
"Pedicularis Hirsuta, Marihuanilla, Kava",0,0,
"Pedicularis Hirsuta, Marihuanilla, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Marihuanilla, Loto Blu",0,0,
"Pedicularis Hirsuta, Marihuanilla, Loto Rosa",0,0,
"Pedicularis Hirsuta, Marihuanilla, Melissa",0,0,
"Pedicularis Hirsuta, Marihuanilla, Mulungu",0,0,
"Pedicularis Hirsuta, Marihuanilla, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Marihuanilla, Papavero della california",0,0,
"Pedicularis Hirsuta, Marihuanilla, Skullcap",0,0,
"Pedicularis Hirsuta, Marihuanilla, Valeriana",0,0,
"Pedicularis Hirsuta, Melissa, Akuamma",0,0,
"Pedicularis Hirsuta, Melissa, Artemisia",0,0,
"Pedicularis Hirsuta, Melissa, Biancospino",0,0,
"Pedicularis Hirsuta, Melissa, Camomilla",0,0,
"Pedicularis Hirsuta, Melissa, Coda di Leone",0,0,
"Pedicularis Hirsuta, Melissa, Corydalis",0,0,
"Pedicularis Hirsuta, Melissa, Damiana",0,0,
"Pedicularis Hirsuta, Melissa, Gelsomino",0,0,
"Pedicularis Hirsuta, Melissa, Kava",0,0,
"Pedicularis Hirsuta, Melissa, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Melissa, Loto Blu",0,0,
"Pedicularis Hirsuta, Melissa, Loto Rosa",0,0,
"Pedicularis Hirsuta, Melissa, Marihuanilla",0,0,
"Pedicularis Hirsuta, Melissa, Mulungu",0,0,
"Pedicularis Hirsuta, Melissa, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Melissa, Papavero della california",0,0,
"Pedicularis Hirsuta, Melissa, Skullcap",0,0,
"Pedicularis Hirsuta, Melissa, Valeriana",0,0,
"Pedicularis Hirsuta, Mulungu, Akuamma",0,0,
"Pedicularis Hirsuta, Mulungu, Artemisia",0,0,
"Pedicularis Hirsuta, Mulungu, Biancospino",0,0,
"Pedicularis Hirsuta, Mulungu, Camomilla",0,0,
"Pedicularis Hirsuta, Mulungu, Coda di Leone",0,0,
"Pedicularis Hirsuta, Mulungu, Corydalis",0,0,
"Pedicularis Hirsuta, Mulungu, Damiana",0,0,
"Pedicularis Hirsuta, Mulungu, Gelsomino",0,0,
"Pedicularis Hirsuta, Mulungu, Kava",0,0,
"Pedicularis Hirsuta, Mulungu, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Mulungu, Loto Blu",0,0,
"Pedicularis Hirsuta, Mulungu, Loto Rosa",0,0,
"Pedicularis Hirsuta, Mulungu, Marihuanilla",0,0,
"Pedicularis Hirsuta, Mulungu, Melissa",0,0,
"Pedicularis Hirsuta, Mulungu, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Mulungu, Papavero della california",0,0,
"Pedicularis Hirsuta, Mulungu, Skullcap",0,0,
"Pedicularis Hirsuta, Mulungu, Valeriana",0,0,
"Pedicularis Hirsuta, Skullcap, Akuamma",0,0,
"Pedicularis Hirsuta, Skullcap, Artemisia",0,0,
"Pedicularis Hirsuta, Skullcap, Biancospino",0,0,
"Pedicularis Hirsuta, Skullcap, Camomilla",0,0,
"Pedicularis Hirsuta, Skullcap, Coda di Leone",0,0,
"Pedicularis Hirsuta, Skullcap, Corydalis",0,0,
"Pedicularis Hirsuta, Skullcap, Damiana",0,0,
"Pedicularis Hirsuta, Skullcap, Gelsomino",0,0,
"Pedicularis Hirsuta, Skullcap, Kava",0,0,
"Pedicularis Hirsuta, Skullcap, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Skullcap, Loto Blu",0,0,
"Pedicularis Hirsuta, Skullcap, Loto Rosa",0,0,
"Pedicularis Hirsuta, Skullcap, Marihuanilla",0,0,
"Pedicularis Hirsuta, Skullcap, Melissa",0,0,
"Pedicularis Hirsuta, Skullcap, Mulungu",0,0,
"Pedicularis Hirsuta, Skullcap, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Skullcap, Papavero della california",0,0,
"Pedicularis Hirsuta, Skullcap, Valeriana",0,0,
"Pedicularis Hirsuta, Valeriana, Akuamma",0,0,
"Pedicularis Hirsuta, Valeriana, Artemisia",0,0,
"Pedicularis Hirsuta, Valeriana, Biancospino",0,0,
"Pedicularis Hirsuta, Valeriana, Camomilla",0,0,
"Pedicularis Hirsuta, Valeriana, Coda di Leone",0,0,
"Pedicularis Hirsuta, Valeriana, Corydalis",0,0,
"Pedicularis Hirsuta, Valeriana, Damiana",0,0,
"Pedicularis Hirsuta, Valeriana, Gelsomino",0,0,
"Pedicularis Hirsuta, Valeriana, Kava",0,0,
"Pedicularis Hirsuta, Valeriana, Lattuga Selvatica",0,0,
"Pedicularis Hirsuta, Valeriana, Loto Blu",0,0,
"Pedicularis Hirsuta, Valeriana, Loto Rosa",0,0,
"Pedicularis Hirsuta, Valeriana, Marihuanilla",0,0,
"Pedicularis Hirsuta, Valeriana, Melissa",0,0,
"Pedicularis Hirsuta, Valeriana, Mulungu",0,0,
"Pedicularis Hirsuta, Valeriana, Papavero Selvatico",0,0,
"Pedicularis Hirsuta, Valeriana, Papavero della california",0,0,
"Pedicularis Hirsuta, Valeriana, Skullcap",0,0,
"Kava, Loto Blu, Akuamma",0,0,
"Kava, Loto Blu, Artemisia",0,0,
"Kava, Loto Blu, Biancospino",0,0,
"Kava, Loto Blu, Camomilla",0,0,
"Kava, Loto Blu, Coda di Leone",0,0,
"Kava, Loto Blu, Corydalis",0,0,
"Kava, Loto Blu, Damiana",0,0,
"Kava, Loto Blu, Gelsomino",0,0,
"Kava, Loto Blu, Lattuga Selvatica",0,0,
"Kava, Loto Blu, Loto Rosa",0,0,
"Kava, Loto Blu, Marihuanilla",0,0,
"Kava, Loto Blu, Melissa",0,0,
"Kava, Loto Blu, Mulungu",0,0,
"Kava, Loto Blu, Papavero Selvatico",0,0,
"Kava, Loto Blu, Papavero della california",0,0,
"Kava, Loto Blu, Pedicularis Hirsuta",0,0,
"Kava, Loto Blu, Skullcap",0,0,
"Kava, Loto Blu, Valeriana",0,0,
"Kava, Loto Rosa, Akuamma",0,0,
"Kava, Loto Rosa, Artemisia",0,0,
"Kava, Loto Rosa, Biancospino",0,0,
"Kava, Loto Rosa, Camomilla",0,0,
"Kava, Loto Rosa, Coda di Leone",0,0,
"Kava, Loto Rosa, Corydalis",0,0,
"Kava, Loto Rosa, Damiana",0,0,
"Kava, Loto Rosa, Gelsomino",0,0,
"Kava, Loto Rosa, Lattuga Selvatica",0,0,
"Kava, Loto Rosa, Loto Blu",0,0,
"Kava, Loto Rosa, Marihuanilla",0,0,
"Kava, Loto Rosa, Melissa",0,0,
"Kava, Loto Rosa, Mulungu",0,0,
"Kava, Loto Rosa, Papavero Selvatico",0,0,
"Kava, Loto Rosa, Papavero della california",0,0,
"Kava, Loto Rosa, Pedicularis Hirsuta",0,0,
"Kava, Loto Rosa, Skullcap",0,0,
"Kava, Loto Rosa, Valeriana",0,0,
"Kava, Marihuanilla, Akuamma",0,0,
"Kava, Marihuanilla, Artemisia",0,0,
"Kava, Marihuanilla, Biancospino",0,0,
"Kava, Marihuanilla, Camomilla",0,0,
"Kava, Marihuanilla, Coda di Leone",0,0,
"Kava, Marihuanilla, Corydalis",0,0,
"Kava, Marihuanilla, Damiana",0,0,
"Kava, Marihuanilla, Gelsomino",0,0,
"Kava, Marihuanilla, Lattuga Selvatica",0,0,
